module,type,name,res_id,src,value,comments
auth_crypt,model,"ir.model.fields,field_description",auth_crypt.field_res_users_password_crypt,Encrypted Password,Contrasenya encriptada,
auth_crypt,model,"ir.model,name",auth_crypt.model_res_users,Users,Usuaris,
auth_signup,model,"mail.template,body_html",auth_signup.reset_password_email,"
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}"">
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <p>Dear ${object.name},</p>
    <p>A password reset was requested for the Odoo account linked to this email.</p>
    <p>You may change your password by following this link which will remain valid during 24 hours:</p>
    <div style=""text-align: center; margin-top: 16px;"">
        <a href=""${object.signup_url}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Change password</a>
    </div>
    <p>If you do not expect this, you can safely ignore this email.</p>
    <p>Best regards,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Sent by ${user.company_id.name} using <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>","
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}"">
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <p>Estimat ${object.name},</p>
    <p>Una petició de reinici de contrasenya ha estat demanada pel compte d'Odoo associada amb aquest compte d'e-mail.</p>
    <p>Pot canviar la contrasenya seguint el següent enllaç que serà vàlid les següents 24 hores:</p>
    <div style=""text-align: center; margin-top: 16px;"">
        <a href=""${object.signup_url}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Canviar contrasenya</a>
    </div>
    <p>Si no esperava aquest missatge, pot ignorar-lo de forma segura.</p>
    <p>Una salutació,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Enviat per ${user.company_id.name} utilitzant <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>",
auth_signup,model,"mail.template,body_html",auth_signup.set_password_email,"
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}"">
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
<p>Dear ${object.name},</p>
    <p>
        You have been invited to connect to ""${object.company_id.name}"" in order to get access to your documents in Odoo.
    </p>
    <p>
        To accept the invitation, click on the following link:
    </p>
    <div style=""text-align: center; margin-top: 16px;"">
         <a href=""${object.signup_url}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Accept invitation to ""${object.company_id.name}""</a>
    </div>
    <p>Best regards,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Sent by ${user.company_id.name} using <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>","
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}"">
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
<p>Estimat ${object.name},</p>
    <p>
        Ha estat invitat a compartir ""${object.company_id.name}"" amb el fi d'obtenir acces als seus documents en Odoo.
    </p>
    <p>
        Per acceptar la invitació, faci clic al següent enllaç:
    </p>
    <div style=""text-align: center; margin-top: 16px;"">
         <a href=""${object.signup_url}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Accepta la invitació a ""${object.company_id.name}""</a>
    </div>
    <p>Salutacions,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Enviat per ${user.company_id.name} utilitzant <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>",
auth_signup,model,"mail.template,subject",auth_signup.set_password_email,${object.company_id.name} invitation to connect on Odoo,${object.company_id.name} invitació per connectar amb Odoo,
auth_signup,model,"mail.template,body_html",auth_signup.mail_template_user_signup_account_created,"<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}""/>
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <p>Dear ${object.name},</p>
    <p>
        Your account has been successfully created!
    </p>
    <p>
        Your login: ${object.email}
        <br/>
    </p>
    <p>
        To gain access to your account, you can use the following link:
    </p>
    <div style=""text-align: center; margin-top: 16px;"">
        <a href=""/web/login?${ctx['auth_login']}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Go to My Account</a>
    </div>
    <p>Best regards,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Sent by ${user.company_id.name} using <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>","<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <table cellspacing=""0"" cellpadding=""0"" style=""width:600px;border-collapse:collapse;background:inherit;color:inherit"">
        <tbody><tr>
            <td valign=""center"" width=""200"" style=""padding:10px 10px 10px 5px;font-size: 12px"">
                <img src=""/logo.png"" style=""padding: 0px; margin: 0px; height: auto; width: 80px;"" alt=""${user.company_id.name}""/>
            </td>
        </tr></tbody>
    </table>
</div>
<div style=""padding:0px;width:600px;margin:auto;background: #FFFFFF repeat top /100%;color:#777777"">
    <p>Dear ${object.name},</p>
    <p>
        Your account has been successfully created!
    </p>
    <p>
        Your login: ${object.email}
        <br/>
    </p>
    <p>
        To gain access to your account, you can use the following link:
    </p>
    <div style=""text-align: center; margin-top: 16px;"">
        <a href=""/web/login?${ctx['auth_login']}"" style=""padding: 5px 10px; font-size: 12px; line-height: 18px; color: #FFFFFF; border-color:#875A7B; text-decoration: none; display: inline-block; margin-bottom: 0px; font-weight: 400; text-align: center; vertical-align: middle; cursor: pointer; white-space: nowrap; background-image: none; background-color: #875A7B; border: 1px solid #875A7B; border-radius:3px"">Go to My Account</a>
    </div>
    <p>Best regards,</p>
</div>
<div style=""padding:0px;width:600px;margin:auto; margin-top: 10px; background: #fff repeat top /100%;color:#777777"">
    ${user.signature | safe}
    <p style=""font-size: 11px; margin-top: 10px;"">
        <strong>Sent by ${user.company_id.name} using <a href=""www.odoo.com"" style=""text-decoration:none; color: #875A7B;"">Odoo</a></strong>
    </p>
</div>",
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_users_form_view,<strong>A password reset has been requested for this user. An email containing the following link has been sent:</strong>,<strong>S'ha sol·licitat un restabliment de contrasenya per aquest usuari. S'ha enviat un correu electrònic amb l'enllaç:</strong>,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_users_form_view,<strong>An invitation email containing the following subscription link has been sent:</strong>,<strong>S'ha sol·licitat un restabliment de contrasenya per aquest usuari. S'ha enviat un correu electrònic contingut el següent enllaç:</strong>,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.signup,Already have an account?,Already have an account?,
auth_signup,code,addons/auth_signup/controllers/main.py,79,An email has been sent with credentials to reset your password,S'ha enviat un correu electrònic amb les credencials per restablir la seva contrasenya.,
auth_signup,code,addons/auth_signup/controllers/main.py,51,Another user is already registered using this email address.,Un altre usuari ja s'ha registrat utilitzant aquesta adreça de correu electrònic,
auth_signup,code,addons/auth_signup/controllers/main.py,136,Authentication Failed.,Autentificació fallada,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.reset_password,Back to Login,Tornar al inici,
auth_signup,code,addons/auth_signup/models/res_users.py,146,Cannot send email: user %s has no email address.,No es pot enviar el correu electrònic: l'usuari %s no té adreça de correu electrònic.,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.reset_password,Confirm,Confirmar,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.fields,Confirm Password,Confirmar contrasenya,
auth_signup,selection,"res.users,state",0,Confirmed,Confirmada,
auth_signup,model,"ir.model,name",auth_signup.model_res_partner,Contact,Contacte,
auth_signup,code,addons/auth_signup/controllers/main.py,54,Could not create a new account.,No s'ha pogut crear un nou compte,
auth_signup,code,addons/auth_signup/controllers/main.py,83,Could not reset your password,No es pot restablir la seva contrasenya,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings_auth_signup_uninvited,Customer Account,Customer Account,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Default Access Rights,Default Access Rights,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.login,Don't have an account?,Don't have an account?,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings_auth_signup_reset_password,Enable password reset from Login page,Activa el restabliment de la contrasenya de la pàgina Inici de sessió,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Enable password reset from Login page,Activa el restabliment de la contrasenya de la pàgina Inici de sessió,
auth_signup,model,"ir.model,name",auth_signup.model_ir_model_fields,Fields,Camps,
auth_signup,selection,"res.config.settings,auth_signup_uninvited",0,Free sign up (B2C),Free sign up (B2C),
auth_signup,model,"ir.model,name",auth_signup.model_ir_http,HTTP routing,Enrutament HTTP ,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,"If unchecked, only invited users may sign up.","Sense marcar, només els usuaris invitats es poden registrar.",
auth_signup,code,addons/auth_signup/controllers/main.py,114,Invalid signup token,Paraula d'ingrés no vàlid,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Let your customers log in to see their documents,Deixar als clients entrar a veure els seus documents ,
auth_signup,selection,"res.users,state",0,Never Connected,Mai connectat,
auth_signup,code,addons/auth_signup/controllers/main.py,74,No login provided.,No login provided.,
auth_signup,selection,"res.config.settings,auth_signup_uninvited",0,On invitation (B2B),On invitation (B2B),
auth_signup,model,"ir.ui.view,arch_db",auth_signup.fields,Password,Contrasenya,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_config_settings_view_form,Password Reset,Password Reset,
auth_signup,model,"mail.template,subject",auth_signup.reset_password_email,Password reset,Restablir la contrasenya,
auth_signup,code,addons/auth_signup/controllers/main.py,124,Passwords do not match; please retype them.,Passwords do not match; please retype them.,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.login,Reset Password,Restablir la contrasenya,
auth_signup,code,addons/auth_signup/models/res_users.py,110,Reset password: invalid username or email,Restablir contrasenya: nom d'usuari o email no son vàlids,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_users_form_view,Send Reset Password Instructions,Enviar Instruccions de restabliment de contrasenya,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.res_users_form_view,Send an Invitation Email,Envia una invitació per correu electrònic,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.signup,Sign up,Registra't,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner_signup_expiration,Signup Expiration,inscripció caducada,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_signup_expiration,Signup Expiration,inscripció caducada,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner_signup_token,Signup Token,Signup Token,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_signup_token,Signup Token,Signup Token,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner_signup_type,Signup Token Type,Tipus de paraula d'ingrés,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_signup_type,Signup Token Type,Tipus de paraula d'ingrés,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner_signup_valid,Signup Token is Valid,La paraula d'ingrés és vàlid,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_signup_valid,Signup Token is Valid,La paraula d'ingrés és vàlid,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_partner_signup_url,Signup URL,URL inscripció,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_signup_url,Signup URL,URL inscripció,
auth_signup,code,addons/auth_signup/models/res_users.py,88,Signup is not allowed for uninvited users,Signup is not allowed for uninvited users,
auth_signup,code,addons/auth_signup/models/res_partner.py,151,Signup token '%s' is no longer valid,Signup token '%s' is no longer valid,
auth_signup,code,addons/auth_signup/models/res_partner.py,147,Signup token '%s' is not valid,Signup token '%s' is not valid,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_users_state,Status,Estat,
auth_signup,model,"ir.model.fields,field_description",auth_signup.field_res_config_settings_auth_signup_template_user_id,Template user for new users created through signup,Plantilla d'usuari per a crear un nou usuari a través del registre,
auth_signup,code,addons/auth_signup/controllers/main.py,122,The form was not properly filled in.,The form was not properly filled in.,
auth_signup,model,"ir.model,name",auth_signup.model_res_users,Users,Usuaris,
auth_signup,model,"mail.template,subject",auth_signup.mail_template_user_signup_account_created,Welcome to ${object.company_id.name}!,Welcome to ${object.company_id.name}!,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.fields,Your Email,El teu correu electrònic,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.reset_password,Your Email,El teu correu electrònic,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.fields,Your Name,El teu nom,
auth_signup,model,"ir.ui.view,arch_db",auth_signup.fields,e.g. John Doe,p. ex. John Smith,
auth_signup,model,"ir.model,name",auth_signup.model_res_config_settings,res.config.settings,res.config.settings,
base,model,"ir.module.module,description",base.module_l10n_cn,"

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ","

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ",
base,model,"ir.module.module,description",base.module_l10n_cn_small_business,"

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ","

    科目类型\会计科目表模板\增值税\辅助核算类别\管理会计凭证簿\财务会计凭证簿

    添加中文省份数据

    增加小企业会计科目表

    ",
base,model,"ir.module.module,description",base.module_pos_reprint,"

Allow cashier to reprint receipts

","

Permet als caixers reimprimir tiquets

",
base,model,"ir.module.module,description",base.module_l10n_hu,"

Base module for Hungarian localization
==========================================

This module consists :

 - Generic Hungarian chart of accounts
 - Hungarian taxes
 - Hungarian Bank information
 ","

Mòdul Base per localització hongaresa
==========================================

Aquest model consisteix:

- Pla de comptes genèrics d'Hongria
- Impostos hongaresos
- Informació del banc hongarès",
base,model,"ir.module.module,description",base.module_l10n_do,"

Localization Module for Dominican Republic
===========================================

Catálogo de Cuentas e Impuestos para República Dominicana, Compatible para
**Internacionalización** con **NIIF** y alineado a las normas y regulaciones
de la Dirección General de Impuestos Internos (**DGII**).

**Este módulo consiste de:**

- Catálogo de Cuentas Estándar (alineado a DGII y NIIF)
- Catálogo de Impuestos con la mayoría de Impuestos Preconfigurados
        - ITBIS para compras y ventas
        - Retenciones de ITBIS
        - Retenciones de ISR
        - Grupos de Impuestos y Retenciones:
                - Telecomunicaiones
                - Proveedores de Materiales de Construcción
                - Personas Físicas Proveedoras de Servicios
        - Otros impuestos
- Secuencias Preconfiguradas para manejo de todos los NCF
        - Facturas con Valor Fiscal (para Ventas)
        - Facturas para Consumidores Finales
        - Notas de Débito y Crédito
        - Registro de Proveedores Informales
        - Registro de Ingreso Único
        - Registro de Gastos Menores
        - Gubernamentales
- Posiciones Fiscales para automatización de impuestos y retenciones
        - Cambios de Impuestos a Exenciones (Ej. Ventas al Estado)
        - Cambios de Impuestos a Retenciones (Ej. Compra Servicios al Exterior)
        - Entre otros

**Nota:**
Esta localización, aunque posee las secuencias para NCF, las mismas no pueden
ser utilizadas sin la instalación de módulos de terceros o desarrollo
adicional.

Estructura de Codificación del Catálogo de Cuentas:
===================================================

**Un dígito** representa la categoría/tipo de cuenta del del estado financiero.
**1** - Activo        **4** - Cuentas de Ingresos y Ganancias
**2** - Pasivo        **5** - Costos, Gastos y Pérdidas
**3** - Capital       **6** - Cuentas Liquidadoras de Resultados

**Dos dígitos** representan los rubros de agrupación:
11- Activo Corriente
21- Pasivo Corriente
31- Capital Contable

**Cuatro dígitos** se asignan a las cuentas de mayor: cuentas de primer orden
1101- Efectivo y Equivalentes de Efectivo
2101- Cuentas y Documentos por pagar
3101- Capital Social

**Seis dígitos** se asignan a las sub-cuentas: cuentas de segundo orden
110101 - Caja
210101 - Proveedores locales

**Ocho dígitos** son para las cuentas de tercer orden (las visualizadas
en Odoo):
1101- Efectivo y Equivalentes
110101- Caja
11010101 Caja General
    ","

Localization Module for Dominican Republic
===========================================

Catálogo de Cuentas e Impuestos para República Dominicana, Compatible para
**Internacionalización** con **NIIF** y alineado a las normas y regulaciones
de la Dirección General de Impuestos Internos (**DGII**).

**Este módulo consiste de:**

- Catálogo de Cuentas Estándar (alineado a DGII y NIIF)
- Catálogo de Impuestos con la mayoría de Impuestos Preconfigurados
        - ITBIS para compras y ventas
        - Retenciones de ITBIS
        - Retenciones de ISR
        - Grupos de Impuestos y Retenciones:
                - Telecomunicaiones
                - Proveedores de Materiales de Construcción
                - Personas Físicas Proveedoras de Servicios
        - Otros impuestos
- Secuencias Preconfiguradas para manejo de todos los NCF
        - Facturas con Valor Fiscal (para Ventas)
        - Facturas para Consumidores Finales
        - Notas de Débito y Crédito
        - Registro de Proveedores Informales
        - Registro de Ingreso Único
        - Registro de Gastos Menores
        - Gubernamentales
- Posiciones Fiscales para automatización de impuestos y retenciones
        - Cambios de Impuestos a Exenciones (Ej. Ventas al Estado)
        - Cambios de Impuestos a Retenciones (Ej. Compra Servicios al Exterior)
        - Entre otros

**Nota:**
Esta localización, aunque posee las secuencias para NCF, las mismas no pueden
ser utilizadas sin la instalación de módulos de terceros o desarrollo
adicional.

Estructura de Codificación del Catálogo de Cuentas:
===================================================

**Un dígito** representa la categoría/tipo de cuenta del del estado financiero.
**1** - Activo        **4** - Cuentas de Ingresos y Ganancias
**2** - Pasivo        **5** - Costos, Gastos y Pérdidas
**3** - Capital       **6** - Cuentas Liquidadoras de Resultados

**Dos dígitos** representan los rubros de agrupación:
11- Activo Corriente
21- Pasivo Corriente
31- Capital Contable

**Cuatro dígitos** se asignan a las cuentas de mayor: cuentas de primer orden
1101- Efectivo y Equivalentes de Efectivo
2101- Cuentas y Documentos por pagar
3101- Capital Social

**Seis dígitos** se asignan a las sub-cuentas: cuentas de segundo orden
110101 - Caja
210101 - Proveedores locales

**Ocho dígitos** son para las cuentas de tercer orden (las visualizadas
en Odoo):
1101- Efectivo y Equivalentes
110101- Caja
11010101 Caja General
    ",
base,model,"ir.module.module,description",base.module_l10n_jp,"

Overview:
---------

* Chart of Accounts and Taxes template for companies in Japan.
* This probably does not cover all the necessary accounts for a company. You are expected to add/delete/modify accounts based on this template.

Note:
-----

* Fiscal positions '内税' and '外税' have been added to handle special requirements which might arise from POS implementation. [1]  You may not need to use these at all under normal circumstances.

[1] See https://github.com/odoo/odoo/pull/6470 for detail.

    ","

Informació General:
---------

* Pla general comptable i plantilles de taxes per a empreses Japoneses.
* Això probablement no cobreix tots els comptes necessàries per a una empresa. Serà necessari que afegiu, elimineu i modifiqueu els comptes basats en aquesta plantilla.

Notes:
-----

* Les posicions fiscals '内税' i '外税' s'han afegit per manejar els requeriments especials que puguin sorgir de l'aplicació TPV. [1] És possible que no les hagi utilitzar en absolut en circumstàncies normals.

[1] Vegeu https://github.com/odoo/odoo/pull/6470 per més detalls.

    ",
base,code,addons/base/res/res_config.py,315,"

This addon is already installed on your system","

Aquest mòdul ja està instal·lat en el vostre sistema.",
base,model,"ir.module.module,description",base.module_pos_sale,"

This module adds a custom Sales Channel for the point of sale to be able to view and manage your point of sale sales with more ease.
","

This module adds a custom Sales Channel for the point of sale to be able to view and manage your point of sale sales with more ease.
",
base,model,"ir.module.module,description",base.module_pos_restaurant,"

This module adds several restaurant features to the Point of Sale:
- Bill Printing: Allows you to print a receipt before the order is paid
- Bill Splitting: Allows you to split an order into different orders
- Kitchen Order Printing: allows you to print orders updates to kitchen or bar printers

","

This module adds several restaurant features to the Point of Sale:
- Bill Printing: Allows you to print a receipt before the order is paid
- Bill Splitting: Allows you to split an order into different orders
- Kitchen Order Printing: allows you to print orders updates to kitchen or bar printers

",
base,model,"ir.module.module,description",base.module_pos_discount,"

This module allows the cashier to quickly give a percentage
sale discount to a customer.

","

This module allows the cashier to quickly give a percentage
sale discount to a customer.

",
base,code,addons/model.py,136,"

[object with reference: %s - %s]","

[objecte amb referència: %s - %s]",
base,model,"ir.module.module,description",base.module_l10n_be_invoice_bba,"
    
Belgian localization for in- and outgoing invoices (prereq to account_coda):
============================================================================
    - Rename 'reference' field labels to 'Communication'
    - Add support for Belgian Structured Communication

A Structured Communication can be generated automatically on outgoing invoices according to the following algorithms:
---------------------------------------------------------------------------------------------------------------------
    1) Random : +++RRR/RRRR/RRRDD+++
        **R..R =** Random Digits, **DD =** Check Digits
    2) Date : +++DOY/YEAR/SSSDD+++
        **DOY =** Day of the Year, **SSS =** Sequence Number, **DD =** Check Digits
    3) Customer Reference +++RRR/RRRR/SSSDDD+++
        **R..R =** Customer Reference without non-numeric characters, **SSS =** Sequence Number, **DD =** Check Digits  
        
The preferred type of Structured Communication and associated Algorithm can be
specified on the Partner records. A 'random' Structured Communication will
generated if no algorithm is specified on the Partner record. 

    ","
    
Localització belga per a les factures entrants i sortints (prerequisit per account_coda):
===============================================================================
    - Re-nombrar l'etiqueta del camp 'reference' per 'Communication'
    - Donar suport per a la estructura de comunicació Belga

Una estructura de comunicació pot ser generada automàticament en les factures sortints d'acord amb els següents algoritmes: 
---------------------------------------------------------------------------------------------------------------------
    1) Aleatori : +++RRR/RRRR/RRRDD+++
        **R..R =** Dígits Aleatoris, **DD =** Dígits de comprovació
    2) Data : +++DOY/YEAR/SSSDD+++
        **DOY =** Dia de l'any, **SSS =** Seqüència Numèrica, **DD =** Dígits de comprovació
    3) Referència del Client +++RRR/RRRR/SSSDDD+++
        **R..R =** Referència del Client sense no numèrics caràcters, **SSS =** Seqüència Numèrica, **DD =** Dígits de comprovació  
        
El tipus preferit de comunicació estructurada i l'algoritme associat,  pot ser
especificada en els registres de socis. Una estructura de comunicació 'aleatòria' serà
generada si no s'especifica un algoritme en el registre del soci. 

    ",
base,model,"ir.module.module,description",base.module_account_tax_python,"
        A tax defined as python code consists in two snippets of python code which are executed in a local environment containing data such as the unit price, product or partner.

        ""Applicable Code"" defines if the tax is to be applied.

        ""Python Code"" defines the amount of the tax.
        ","
Un impost definit com a codi Python consisteix en dos fragments de codi Python que seran executats en un entorn local que contingui les dades com el preu unitari, producte o client. 

        ""Codi Aplicable"" defineix si l'impost es pot aplicar.

        ""Codi Python"" defineix l'import de l'impost.
        ",
base,model,"ir.module.module,summary",base.module_account_tax_python,"
        Allows to use python code to define taxes","
Permet utilitzar codi Python per a definir impostos",
base,model,"ir.module.module,description",base.module_hr_maintenance,"
        Bridge between HR and Maintenance.","
Enllaç entre els mòduls HR i Maintenance",
base,model,"ir.module.module,description",base.module_pos_data_drinks,"
        Common drinks data for points of sale
    ","
Dades de begudes comunes per punts de venda",
base,model,"ir.module.module,summary",base.module_pos_cache,"
        Enable a cache on products for a lower POS loading time.","
Activa la memòria cau als productes per una càrrega més ràpida del TPV.",
base,model,"ir.module.module,description",base.module_library,"
        Long description of module's purpose
    ","
        Long description of module's purpose
    ",
base,model,"ir.module.module,description",base.module_openacademy,"
        Long description of module's purpose
    ","
        Long description of module's purpose
    ",
base,model,"ir.module.module,description",base.module_hr_expense_check,"
        Print amount in words on checks issued for expenses
    ","
 Imprimeixi la quantitat en paraules en xecs emesos per a gastos",
base,model,"ir.module.module,summary",base.module_library,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com",
base,model,"ir.module.module,summary",base.module_openacademy,"
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com","
        Short (1 phrase/line) summary of the module's purpose, used as
        subtitle on modules listing or apps.openerp.com",
